Logger, Digitalvertigo:         	Automatically truncated logfile to 1048576
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540552 in DC 2 sent 7 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540556 in DC 2 sent 7 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540560 in DC 2 sent 7 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540564 in DC 2 sent 7 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507712 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getDifference with message ID 7191998315691507716 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507720 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507724 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507736 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507740 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507744 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507748 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507756 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507760 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507764 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507768 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507772 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507776 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507780 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507784 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507788 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507792 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507796 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507800 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507804 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507808 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507812 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507816 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507820 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507824 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507828 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507832 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507836 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507840 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507844 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507848 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507852 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507856 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507860 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507864 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507868 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507872 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507876 in DC 2 sent 6 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Garbage collected 0 outgoing messages in DC 2, 89 left
CheckLoop, Digitalvertigo:      	We did not receive a response for 2 seconds: reconnecting and exiting check loop on DC 2.0
Connection, Digitalvertigo:     	Reconnecting DC 2.0
Connection, Digitalvertigo:     	Disconnecting from DC 2.0
Connection, Digitalvertigo:     	Disconnected from DC 2.0
DataCenter, Digitalvertigo:     	Reconnecting to DC 2 (0) from existing
DataCenterConnection, Digitalvertigo: 	Trying shared connection via tcp://149.154.167.41:443 main DC 2, via ipv4 using AbridgedStream => BufferedRawStream => DefaultStream (0)
Connection, Digitalvertigo:     	Connecting to DC 2.0
Connection, Digitalvertigo:     	Connected to DC 2.0!
CheckLoop, Digitalvertigo:      	Still missing updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference,  on DC 2.0, sending state request
